ACCNUM	ENTREZID
CBV28849	1276330
XP_003436144	1273440
XM_003436459	1274174
EDO63565	5668260
XM_319864	1280065
XP_003436587	1271466
XP_001688319	5668007
XM_003436419	1272774
Q5TRB1	1276558
XM_001231107	4576596
XM_001230871	4577267
XP_557339	3290205
XP_318883	1279201
EAA08186	1273257
EGK96543	4576053
XP_318085	1278488
EAA13716	1278883
XP_001688189	5667931
XP_311821	1272902
XP_319782	1279989
XM_315942	1276579
XP_317396	1277888
EAA04895	1270519
XM_559348	4576002
XM_312232	1273271
EAU76424	4578504
EDO64018	5667946
XP_313161	1274089
XM_310245	1271450
XP_320020	1280197
EAL42038	3290570
XP_001689307	5667630
XM_315750	1276407
EGK96897	1273552
XM_001687933	1269899
XP_315884	1276526
EAA11917	1276572
XM_318822	1279146
XP_308496	1269844
XP_314910	1275642
XM_316418	1276996
XM_316665	1277220
XM_564869	3290357
Q7PUI3	1281354
XM_001688683	1276496
XM_001231105	4576594
XM_318380	1278755
Q7PZ88	1280856
XP_312255	1273291
EAA14843	1279964
XP_315546	1276228
XM_003435988	1281364
EDO63767	1276618
Q5TNJ4	1279884
EAA12319	1277924
EDO63907	5667198
XM_308648	1269993
EAA01023	1281214
XM_318913	1279222
EAA04250	1269960
XP_313763	1274612
XP_001688411	5667427
XP_310916	1272049
EAA08776	1274238
EAA12803	1278077
XM_316937	1277466
XM_314166	1274964
EAA06210	1271966
EGK97203	1274700
XP_314358	1275130
XP_312413	1273437
EAU76427	4578507
XP_001689173	5668073
EAL41402	3291954
EAU77623	4576716
XM_316525	1277092
XM_003436930	1271873
EAA11580	1276899
XM_318369	1278741
XM_316572	1277133
XP_556217	3290001
XP_308776	1270105
EAA11741	3290075
EAA12671	1278155
EAA12840	1277553
XM_001237146	4576766
XM_314313	1275084
XP_307303	1268737
XM_001688112	1270389
CAY09673	1280517
EAA14289	1279229
XP_553588	3292056
EAU75883	4577900
XM_554912	3291738
XP_321135	1281196
XM_316260	1276860
XP_001238439	4577022
XP_001688510	1274843
XM_321610	1281664
XP_313806	1274654
XP_557147	3290174
EAA02051	1268171
EAA12214	1278118
XP_312664	1273662
XM_001688372	5667549
XP_310150	1271369
XP_315047	1275761
XM_313388	1274290
XM_554005	3292125
EAA01434	1281036
XP_320394	1280544
XM_316730	1277281
XP_313192	1274115
XP_312573	1273580
EAA06493	1272257
XP_003437201	1278659
EAU75986	4578043
XP_320413	1280561
XM_307905	1269284
XM_552544	3291411
XM_319739	1279951
EAL40625	1274154
XM_001687701	5666808
XM_307776	1269171
EGK96192	1269307
XP_318856	1279176
EGK97189	1274655
XM_319887	1280085
XM_003435987	1281364
EDO64217	5667683
EAU76067	4578131
XM_313818	1274664
XP_312618	1273618
XP_315923	1276560
XM_315852	1276495
EAA12162	1278199
EDO64382	5668142
EGK97315	11175770
EAA08859	1274294
XM_555284	3291672
XP_307986	1269358
XP_311468	1272613
XP_554785	3291330
EAA05928	1271363
EAA11199	1276728
XP_313368	1274272
XP_309476	1270756
EAA08009	1273087
XP_316360	1276948
EAU77314	3289637
XP_320850	1280976
EAA44710	1273982
XP_317111	1277636
EAA10400	5667319
XP_310210	1271423
XP_317689	1278147
EGK97342	1278765
EAA06048	1271448
XP_319190	1279469
EDO63589	5668096
XM_001238578	4577405
XP_555868	3289775
XP_308417	1269767
XM_315213	1275924
EAA07296	1272762
EGK96838	11176098
XP_309091	1270380
EDO63763	5666976
XM_003436724	11175713
XM_319218	1279493
EAA10769	1277238
XM_552464	1280862
EAA43185	1281722
XM_001230699	4577951
EAA10970	1277180
Q7PUT1	1282012
EAU75987	4578027
EAA03813	1269332
EDO63812	5667216
XP_564204	3291283
XP_001237745	4576286
XP_003436643	1271608
XM_316133	1276750
EAA43303	1280604
XM_001230704	4578384
EAA00190	1280301
XM_319960	1280150
Q7QEH8	1272413
XM_311957	1273019
EAA11596	1276876
XP_312464	1273485
XP_322007	1282013
EGK96835	11175680
EDO63403	5668071
XM_001687890	1269789
EDO64152	5667523
XM_312060	1273110
EDO63584	5668170
XP_001231037	4576361
EAU75744	4577388
EAA08858	1274316
XP_003436440	11175721
XM_001688433	1274760
XP_311400	1272487
XP_309297	1270587
EAL39203	3292069
XP_309580	1270857
XP_310753	1271898
XP_310579	1271729
EAU76432	4576542
XM_311859	1272934
XM_003436877	11175957
XP_001237510	4577378
EAA07100	1272586
XM_308440	1269790
XP_311357	1272551
EAA01138	1281136
XP_001230322	4397868
XP_564504	1269523
XM_315272	1275977
XM_319847	1280049
XP_307312	1268745
EAL39835	3289975
XP_554263	3291167
XM_320618	1280753
XM_308248	1269605
XM_319546	1279764
XM_315851	1276494
XP_308701	1270041
EAA05705	1271180
EAA00232	1280570
EAA09193	1274669
XP_311424	1272510
EAU77620	4576240
XM_554563	3289849
XM_312049	1273101
EAL41029	3291079
EAA06889	1272367
XM_565509	1269262
XP_307129	1268568
EDO64583	5667038
EAA10282	1275657
XP_001237857	4576700
XM_321358	1281447
EDO63988	3289876
EAA01077	1281762
Q7Q1C1	1279280
EGK96226	1269471
XP_003436753	1274091
XM_003435967	11175838
XP_309139	1270445
XM_312002	1273059
EAA10943	1276638
XP_562251	3291023
XP_315465	1276155
EAU76701	4578164
XM_001237443	4576844
EAA01601	1281732
XM_306852	1268296
XP_318067	1278475
EAA07570	1273050
EAL38812	3291467
XM_307887	1269267
EAA01261	1281102
XP_316296	1276889
XP_315784	1276438
XP_001237165	4576385
XM_316835	1277378
EGK96675	1272970
EAA00702	1280683
XM_319524	1279747
XM_557954	3291814
XP_316385	1276969
XM_315072	1275785
EAU76986	4576887
XM_308788	1270116
EAA00985	1282051
EAA09433	1274884
XP_317075	1277603
XP_309523	1270802
XM_319437	1279670
EDO63707	5667371
XM_003436204	1273145
XM_320190	1280345
XP_565004	3290321
XP_309746	1271005
XM_001689052	5667177
XM_319997	1280178
XM_319784	1279991
XM_562406	1274221
XP_321492	1281566
XP_001689319	5667753
XM_310125	1271355
EAA44222	1277021
XP_311276	1272331
XM_310939	1272069
XP_319139	1279422
EAA04051	1270232
EAA05879	1271384
XP_003436568	11175863
XP_001687990	5667051
EAA44555	1274441
XP_003436186	11175516
XM_552044	1280527
XM_003436560	11175739
XM_312155	1273201
Q5TWU7	5666852
EAA00196	1280533
XP_312848	1273829
XP_313014	1273960
XP_318888	1279206
XM_315489	1276176
XP_565508	3290595
XM_314281	1275053
XM_553517	3292030
XM_001238100	4577966
XM_310934	1272064
XP_312568	1273575
XP_317710	1278165
XP_003436981	1271866
EGK97303	11175704
EAA43380	4578197
XP_313083	1274025
EDO64131	5667508
XP_320841	1280967
XP_554918	3291733
XM_308471	1269821
EAU77280	4576172
XP_003435874	11175893
XP_001237381	4577701
XP_564771	3290379
XM_312492	1273509
XM_314775	1275523
XM_310377	1271556
XP_321825	1281858
EAA04061	1270080
XP_001688573	5668383
XM_319825	1280031
XM_566290	3289620
XM_001688780	5667148
XP_315390	1276082
XP_319737	1279949
XM_317205	1277719
XM_319754	1279965
XP_311347	1272397
XM_309305	1270580
EDO64049	5667532
Q7QGR4	1271094
XP_317183	1277699
EAA14125	1279013
XM_003436010	11175476
XP_559213	3291143
XP_317368	1277862
EAA01362	1281533
XP_001231175	4577909
EAA04251	1270199
XM_565003	3290322
XP_320861	1280987
XM_003435714	11175975
XP_001688982	5668206
XP_001688620	5667699
XP_001231065	4576090
XM_309971	1271220
EDO63470	5668026
XP_001230319	4397630
EAA06639	1271742
EGK96225	1269482
EAA14938	1280217
EAA08556	1274014
XM_001238123	4578371
XP_320813	1280939
EAA05451	1271101
XP_003436395	1273778
EAA14862	1279876
XM_311751	1272834
XP_003436994	11175699
XP_003436834	1274665
XM_309493	1270773
XM_559175	4577692
XP_311306	1272359
XM_003437097	1270427
XP_003436757	11175473
XM_555956	3289944
XM_001238073	4578361
EAA05410	1270941
XM_309553	1270831
EAA11827	1276340
XP_001231090	4576543
XM_319707	1279922
EDO63851	1276946
XP_001238409	1281054
EAA12604	1277679
XP_311229	1272286
EAA05127	1270774
EAA07789	1273201
XM_317117	1277642
XP_003435950	1281307
XP_315568	1276247
XP_320599	1280735
XP_003436953	1272003
EGK97088	1274317
XP_003436708	1270886
XM_316912	1277444
EAA05722	1271202
XM_312468	1273489
XP_001688216	5667811
XM_003435742	1281916
EAA06372	1271626
XM_003437157	1278674
XP_003436401	1273805
XM_308748	1270081
XP_317216	1277729
XM_318628	1278974
XM_001237775	4576747
XP_001230705	4578384
XM_309876	1271130
EAA04643	1269729
XP_001688100	1270150
XP_319845	1280047
XP_321026	1281089
EAA15174	1280287
XP_308858	1270181
XM_316023	1276653
EAA11878	1276547
XM_317480	1277962
XP_308436	1269786
XM_314146	1274949
XP_311898	1272967
XM_311835	1272910
XM_001688123	5668062
XP_316659	1277215
XM_317352	1277848
XM_001688441	1274760
XM_310783	1271926
XP_319040	1279333
XM_316667	1277222
XM_003436666	1273926
EAA10154	1275491
EDO63240	1281557
EAA10083	1275619
XM_001689257	5667619
XM_001687997	4576322
EAA44826	1272899
Q5TT03	3291012
EAA12859	1277993
XM_311542	1272642
XM_001688480	5666858
XP_003437109	11175627
EAL42050	3291975
XP_315744	1276401
XP_003435962	11175815
XM_318960	1279265
XP_311083	1272202
XM_320419	1280567
EDO63670	5667072
XP_001688235	5667831
EAA04293	1270240
XM_307755	1269159
XM_316869	1277409
XP_003436433	11175573
XP_309035	1270349
XP_003436200	11175490
XP_320267	1280416
XP_319227	1279501
EAA07142	1272694
XM_315226	1275936
EAA06492	1272101
XM_001238060	4578277
XP_319708	1279923
XP_001237672	4576332
XP_316285	1276879
XP_311329	1272381
EAA09491	1274960
EGK96489	1271996
EAA10810	1276827
XP_312397	1273422
XP_315621	1276296
XP_308795	1270123
XM_309513	1270792
XP_310415	1271593
EAA05924	1271365
EGK97421	11175936
XP_321098	1281159
EAA04687	1269511
XM_317269	1277772
EAA15085	1280132
EAA09335	1274983
EAA01393	1281787
XM_315818	1276471
XM_312161	1273206
EAA07586	1273057
Q7QEH0	1272432
XP_003435837	3290476
EAA43434	1280223
EAA08788	1274323
XP_309059	1270376
XP_312836	1273818
XP_001237485	4577000
XP_001230873	4577268
XM_003436280	1272993
XP_001238207	4578022
XM_003436093	11176074
EAL41600	3291255
XM_003436220	1273109
EAA07471	1273437
XP_001238350	4577763
XP_317046	1277574
EAA11033	1276552
XM_564204	3291283
XP_319452	1279685
XP_312163	1273208
XM_307606	1269025
XM_315532	1276215
XM_001688172	5667817
Q5TW15	3291263
XM_316996	1277529
EAA10867	1276454
XM_316201	1276809
EAA09163	1274705
XP_322011	1282017
XP_314171	1274969
EAU76361	4578351
XM_319101	1279385
EAA44286	1276006
EAA05528	1271016
XM_003436843	11175756
XP_315016	1275730
XP_310462	1271697
XP_308839	1270163
XP_001689324	5667650
XM_003436990	1271643
XP_001689085	5667395
EAL39571	1277558
XP_321651	1281701
EDO63443	5668093
XP_001688052	5667356
EDO63945	5667071
XP_311541	1272641
XP_003435988	11175456
XP_554085	3292140
XM_314112	1274918
XM_320365	1280517
EAA12665	1277975
XP_316534	1277101
EAA14551	1279074
XP_001238270	4577665
EGK96422	11175753
XM_309518	1270797
XP_001238542	4577258
XM_316489	1277061
XM_001688272	5667573
Q7PCP4	1280552
XP_001688522	5667174
XP_314505	1275267
XP_311685	1272775
EAA12346	1277848
XM_001688358	5667434
XP_316716	1277267
EAA05548	1270982
XM_308367	1269718
Q7Q984	5667361
XM_309669	1270939
EAU76242	4576596
XM_001237419	4577445
XP_314011	1274807
EAA00401	1280845
EGK96394	3290919
XP_320389	1280539
XP_313638	1274503
XP_001687910	5667373
EAU77809	4397699
EGK97365	1278844
XM_001238401	1281027
EAA01204	1281446
XM_311608	1272706
XP_309305	1270580
EAL40372	3289853
Q7Q0J4	1279733
XM_315606	1276282
XM_312822	1273807
XP_307270	1268704
Q7QIH8	1270205
XM_001688297	5667500
XM_317317	3291662
XM_308522	1269868
EAL39507	3291324
EAU76534	4576277
XP_315587	1276265
XP_320860	1280986
XP_318145	1278539
EAA07522	1273584
XP_001688473	1274856
XM_312119	1273167
XM_310450	1271683
XM_315359	1276054
XP_316356	1276945
Q7PJ92	5668260
EGK97016	11176048
EAA04295	1270267
XM_320044	1280219
XP_560220	3289806
XP_321367	1281456
EAL38816	3291466
Q5TQY4	3290161
XP_315088	1275810
EAL39045	1280056
XP_308339	1269694
EAA11037	1276600
XP_306148	1267591
XP_316698	1277252
XM_314650	1275400
XP_001237144	4576638
XP_307669	1269082
EAU76107	4578370
XM_562540	3290880
EGK97278	11175605
EAA06265	1271816
XM_318937	1279243
XM_318036	1278447
XP_003436105	11175695
XM_312083	1273131
XM_309857	1271111
XM_315562	1276242
EAA01285	1281550
XM_001687824	1269594
XM_316459	1277033
XP_308273	1269630
XM_564527	3290413
XM_001237672	4576331
XM_314319	1275089
XM_315089	1275811
EAA11293	1276061
XP_001238229	4578349
XM_001687839	1269663
XM_001688415	5667763
EDO63430	1279218
XP_310978	1272102
EAU76247	4576599
XP_001238468	4577322
EAA06898	1272375
XM_308453	1269804
EDO63696	5666842
EDO63898	5667268
XP_001689195	1279848
XP_313766	1274615
XP_556304	3290015
XP_312110	1273158
EAU75630	4577140
EDO63855	1276953
EAL40833	1273135
EGK96208	11176079
XP_001230839	4577192
XM_001687801	1269510
XP_320899	1281024
EAA12193	1278115
Q7PGK3	1273325
XP_306777	1268219
EAA03392	5668185
XM_310154	1271373
XP_318686	1279029
XP_003437211	1278390
XM_321536	1281595
EAU76763	4577781
XM_308380	1269731
EAA12151	1277483
EGK97012	1274028
Q5TQW2	3290181
EAU76477	1276320
XM_001689236	5667798
EGK96475	11175998
XP_312846	1273827
XP_308877	1270199
XM_001238272	4577473
EDO63492	1278418
EAL39527	1278328
XP_003437044	11175737
XM_565333	3290255
EAA06828	1272430
EAA12190	1277591
XP_559684	3291998
EAA43116	1281458
XM_311421	1272507
EAA06527	1271960
XM_320299	1280446
XP_307557	1268977
XP_001237950	4578215
XM_309365	1270650
EAA10133	1275510
Q7Q110	1279456
EAA01406	1281788
XP_307827	1269213
EAA01143	1281154
EAU76121	4578314
EAA08423	1273818
XM_555219	1269088
XP_311057	1272176
Q7PUS1	1281784
XM_001688489	1274953
XM_003436027	1269293
EGK96414	1271656
EAL39523	3291305
XP_321341	1281430
XM_320653	1280787
XM_309465	1270745
XP_320829	1280955
XP_001237621	4577982
XM_321817	1281851
XP_001688821	5667104
XM_001689048	5667167
XP_316840	1277382
XM_321187	1281243
EAA01581	1281758
EAA10218	1275474
XM_317427	1277917
XM_312302	1273336
XP_319746	3291872
EAA00520	1280511
EAA03369	5668347
XP_309061	1270408
XM_319089	1279373
XP_559166	3291136
XP_556397	3290036
EAU76889	1274700
XP_315968	1276605
XP_312101	1273149
EAA05573	1271045
XM_321390	1281474
XP_310672	1271818
EAA12049	1277426
XP_313591	1274463
EGK96525	1272157
XP_316655	1277211
XP_321060	1281122
XP_314338	1275114
XM_001238801	4576605
XP_319182	1279462
XP_313563	1274440
XP_316250	1276851
EGK97581	1281739
EAA04757	1269651
EDO64425	5667831
XP_310832	1271970
XM_311936	1273002
EAA05243	1270698
XP_308967	1270285
XM_003435803	4577244
XM_001230795	4576166
EAA07304	1272811
XM_001237805	1276989
XM_307129	1268568
XP_317538	1278015
XM_317700	1278156
EAA00738	1280720
XP_312182	1273227
XM_308652	1269997
EAL40529	3291013
EDO63303	5667807
XM_320425	1280572
EAA12231	1277682
XP_310232	1271437
EAA05524	1271086
EAA04165	1270280
XM_560986	3292520
XP_001237830	4576681
EAA12547	1277639
XM_310374	1271553
XM_310904	1272037
EAU77478	3291193
EDO63560	5668181
XM_001688859	1277158
XP_314753	1275504
Q7Q4P9	1277450
XM_001237539	4577435
XM_318418	1278786
XP_313831	1274676
XM_308469	1269819
EAA05232	1270682
XP_316327	1276917
XP_318690	1279033
XM_003435732	1281949
XM_321649	1281699
EAA11055	1276239
EGK96980	1273910
XM_307299	1268733
EGK97416	11175842
EAA08667	1273933
XM_316202	1276810
XP_003436830	1274653
EAA43979	5668271
XP_321464	1281539
XM_001231174	4577909
XP_001237707	1276415
EAL40091	1277078
XP_001688566	1275131
XM_001231041	4576303
XP_317113	1277638
EAA14786	1279913
XP_003436634	1271586
XP_001688039	5667238
XM_318644	1278988
EAL38682	3291565
XM_308184	1269542
XM_320955	1281343
XM_001238011	4577613
XP_314863	1275600
XP_311535	1272635
XM_308300	1269655
EAA10837	1276965
XM_001687926	5666911
EAA11914	1276592
EAA01675	1281193
XP_315488	1276175
XP_314947	1275678
EAA06057	1271531
XP_557821	1275525
XM_315396	1276088
XP_001689224	5668092
XP_313631	1274497
XM_319165	1279446
EGK96889	1273523
EAL40090	3290174
XM_316107	1276729
XM_311899	1272968
XP_313155	1274084
XM_001689192	5667855
XM_003437093	11176161
XP_315125	1275843
XP_311312	1272365
XM_310463	1271698
XP_308594	1269940
EDO63773	1276651
XM_318637	1278982
XP_312351	1273384
XP_001237563	1275241
EAA01520	1281985
EAA04663	1269532
XM_313040	4576963
XP_001687966	5666852
EGK97310	11175812
EAA14827	1280258
EAA09867	1275294
XM_308052	1269415
EAU75720	4577301
XP_317283	1277786
XP_313500	1274384
EAA07678	1273602
XP_555326	3291659
XM_319132	1279415
XM_318059	1278468
XM_001237324	4576029
CBN68880	1280462
XP_001230306	4397642
EAL41101	3289721
EAU76162	4577922
XP_316134	1276751
XP_308266	1269623
EAA14887	1279855
XP_001689221	5668109
XP_316653	1277209
EDO64665	5667087
EAL39790	3289942
XP_321745	1281786
XP_001688923	1277171
XP_003435843	4577204
XP_315562	1276242
EGK96799	11175529
XM_313654	1274517
XP_310153	1271372
EAA14861	1279877
XM_313640	1274505
XP_318672	1279015
XM_318587	1278936
XP_001689028	5668238
XP_001230500	4397692
XP_319813	1280019
EAA02021	1268227
XP_320917	1281367
XP_001230379	4397832
XM_565769	3289711
EAA04114	5667273
XM_314791	1275536
EAA06689	1271893
XP_001689169	5668136
XM_563989	1271018
XP_317265	1277769
EGK97522	11175732
XM_311060	1272179
XM_319043	1279336
EDO64216	5667710
XP_562540	3290880
XP_313372	1274276
XP_321402	1281485
XM_001689233	5668053
XM_308661	1270006
Q7QJJ2	1269690
XM_310492	1271640
XP_312940	1273906
XM_308815	1270143
EAA01383	1281505
XM_003437153	1278659
XP_310908	1272041
XP_001687980	5666931
XP_315695	1276358
EAA43136	1281527
XM_317274	1277777
XM_308202	1269559
XP_316595	1277154
XM_308209	1269566
XM_321930	1281943
XM_311138	1272254
XP_003436901	11175446
XM_321085	1281146
EDO64301	5666746
EAU77677	4576735
XP_315997	1276628
XP_001230699	4577950
XM_315111	1275831
XM_001688373	5667550
EAA45075	1271664
XM_311015	1272137
Q7QHT9	1270587
XM_551138	3290498
XP_314805	1275549
XM_001689038	1278467
EAA13840	1279331
XM_001230816	3291074
EAA05291	1270793
XP_001688387	5667518
XM_319843	1280046
EAA00735	1280815
XP_003436190	11175733
EAA01789	1281938
XM_316886	1277422
XP_001688121	5667265
EAA44412	1275382
EAA12198	1277670
EAA01452	1281049
XP_316295	1276888
EGK96438	11175795
XP_001688810	1276845
EAL40459	1274763
XP_551739	1282053
XM_321884	1281909
EDO64496	1269522
XP_312571	1273578
EAA01096	1281776
XM_001237881	4577986
XM_556725	3290091
EAA07287	1272782
EAA07159	1272576
XM_311357	1272551
EDO63401	5668107
XP_320199	1280463
EGK97366	11175756
XP_310826	1271964
EDO63534	5668011
EAA10766	1276904
EAL38872	3291426
EAA04258	1269845
XP_312489	1273506
XM_316510	1277077
EAA09455	1274808
EDO63708	1276352
XP_309357	1270642
EAA03845	1269443
EAA05792	1271227
EAA11105	1277074
XM_310312	1271506
XM_314800	1275545
EDO64007	5668154
XM_562364	1274183
XP_001688936	1277220
XM_003436626	11176077
EAU76423	4578503
XM_317809	1278368
EDO64346	5666770
XP_312822	1273807
Q7PKR4	1281601
XM_311959	1273021
XM_312314	1273348
EAA11944	1276128
EAA08221	1273600
XP_001237911	4578230
EDO64622	5666888
XP_309327	1270612
XP_316263	1276863
EAA10195	1275469
EAA08404	1273920
EAA07548	1273093
XM_320568	1280706
XM_550805	3290543
XP_317381	1277873
XM_317183	1277699
XM_319212	1279487
XM_003436870	11175701
Q7PPI6	1275769
EAA08481	1273861
EGK96554	1272427
EAA00639	1280702
EAA10937	1277148
XM_312660	1273658
XP_321274	1281324
XM_314283	1275055
EAU75938	4578056
EGK97630	11176119
EAA07024	1272498
EAA14996	1279843
XP_001689336	5667482
XM_557337	3290206
EDO64047	5667483
XP_562702	3290972
EAA06654	1271684
XP_311879	1272949
EAA09448	1274731
XM_315802	1276455
EAA45495	1270342
EAA01195	1281867
EAA11054	1276501
XP_003435731	11175635
XP_315660	1276327
XM_564018	5667920
XM_001237076	4576239
XP_311259	1272313
XM_320915	1281371
XM_559624	3290912
XM_311395	1272482
EDO63726	5667270
EDO64137	5667402
XP_312174	1273219
EAL39841	3289983
EAA04375	1269741
XP_558128	3291124
EGK96334	1270940
EAA00070	1280942
Q7QDP1	1272706
XP_314705	1275458
XP_321001	1281066
XP_315620	1276295
XP_321101	1281162
XM_563132	3290718
EGK96669	1272961
XM_305996	1267439
XP_319946	1280137
EAU75805	4577583
XP_309977	1271224
EAL39827	3289969
XM_001689351	5668045
EAA10934	1276943
EAU75640	4577314
XM_319851	1280053
EAA07075	1272509
XM_317314	1277813
XM_555110	3291700
XM_315164	1275872
XP_313110	1274046
EAU77754	4577199
XP_312131	1273178
EAA08664	1273990
EAA06929	1272427
XP_311307	1272360
EAU75753	4577714
XP_001688388	5667517
XM_315224	1275934
Q7Q8A0	1275580
EAA09061	1274438
XP_003436478	1272802
XM_003436811	11175844
EAA08188	1273239
XP_313825	3291029
XM_312512	1273528
EAU76065	4578299
XP_559367	1272318
XP_001237039	4577546
EAA03700	1269327
XM_318437	1278804
EAA08479	1273771
XM_550737	3290551
XM_003436492	1274286
XM_319262	1279534
XP_311485	1272576
XM_319460	1279693
XP_315149	1275865
XP_001689071	5666798
XP_565733	3289717
XP_001688371	5667415
EAA09875	1275277
EDO64044	5667346
XP_321164	1281224
XP_560272	3289815
EAU75904	4577943
XP_315362	1276057
XM_001687870	5666886
EAA07136	1272607
EAU77159	4577919
XP_309122	1270423
XP_310489	1271638
XM_003436004	11175843
XM_558490	3289900
XM_313167	1274092
XM_314834	1275573
XM_555472	3291628
XP_001238120	4578375
XP_308468	1269818
XM_312030	1273085
XP_318428	1278796
XM_564217	1270649
XP_312941	1273907
XM_003436131	11175680
XP_314266	1275042
XM_308393	1269744
Q7PEV2	1269162
EAA10170	1275465
XM_318738	1279069
XM_315561	1276241
XP_003436227	1273231
XP_308027	1269393
EAL40533	1274560
XM_321101	1281162
XP_314043	1274835
XP_312014	1273071
EDO64086	1274802
XP_003436390	1273766
XM_311367	1272543
XP_319914	1280110
XP_309695	1270958
XM_001238815	1273768
XM_309484	1270764
XP_001687890	5667053
XM_308544	1269890
XM_320903	1281336
XP_313734	3291016
EAA07089	1272664
XM_003437102	1270427
EAA12854	1277984
EAL41044	3291072
EAL38604	1281767
EAA09166	1274701
EDO64451	5667617
XP_001237727	4576377
XP_001688833	5667145
XP_318748	1279078
EAU76028	5668184
XP_310713	1271858
XP_316336	1276926
XM_307919	1269297
EAA09935	1275301
XM_320367	1280519
XP_001230272	4397896
EGK97104	11175521
XP_308749	1270082
XM_310595	1271742
EAA11024	1276085
XP_003436360	11175520
XP_001688436	5667400
Q7Q8G5	1275491
XM_001687808	1269535
XM_309529	1270808
XP_315916	1276556
XM_312118	1273166
XM_310797	1271940
XM_320381	1280531
EDO63991	5667334
EGK97398	11175838
XP_001687810	5668364
XM_309093	1270378
XM_003436842	1274421
EGK97276	1276160
XP_315196	1275909
EAL42062	3290792
XM_318739	1279070
XP_311445	1272532
XM_552504	3291424
XP_319248	1279520
XP_317477	1277959
XM_316059	1276689
XP_308991	1270308
EAA05717	1271215
XP_003436828	1274645
EAL41736	1269582
EGK96741	11175973
XP_317058	1277586
XP_318843	1279163
XM_003436378	11176153
EAA00340	1280706
XM_309610	1270889
CBV28848	1276185
EAA04568	1269706
XP_321271	1281321
XM_320906	1281347
EAA43319	1280755
XP_313518	1274400
XP_319935	1280128
XP_001689210	5668259
XP_314868	1275605
XM_321144	1281205
EGK96172	1269179
EAA10495	1275806
XP_315539	1276222
EAA10065	1275489
EAL41505	3292317
XM_003435955	11175898
XP_308386	1269737
XP_310998	1272120
EAL38493	3290546
EAA14404	1278927
EGK97388	1281338
XM_317837	1278355
XP_001689226	5668087
EAA15119	1280004
EAA14536	1279064
XP_318749	1279079
XP_321873	1281900
EGK96742	11175835
EAL40589	4577300
XM_001237981	4577834
XM_558971	3291096
XM_312025	1273080
XM_001238134	4578369
EAA04878	1270539
XP_554389	1278811
EDO64498	5666900
EAA11446	1276819
EAA00526	1280423
XP_001688556	1275079
EAA07710	1273168
XP_320310	1280465
XM_311845	1272921
Q7Q515	1277275
XM_316467	1277041
EAA00439	1280643
XP_565241	3290275
XP_314719	1275472
EAA14605	1279715
XM_308256	1269613
XM_320802	1280929
EAL40794	1272962
XM_317312	1277811
XM_320833	1280959
XM_315357	1276052
XM_003436033	11176117
XP_001237849	1277223
EAA12284	1277629
XM_310950	1272079
XP_565653	3290573
XM_310772	1271915
XP_315544	1276227
XM_312849	1273830
EDO64285	5668063
XP_321975	1281985
XP_315468	1276158
XP_001687969	5666880
EAA00393	1280340
XM_307574	1268994
EAA07241	1272709
XM_001687856	1269716
XM_001688180	5667827
XP_563216	3290701
XP_001237970	4578263
XM_001688631	5666853
EAA05488	1271141
EAL40985	1272811
XP_319286	1279552
XM_312640	1273639
XP_314100	1274906
EAL39252	4578432
XM_317040	1277569
EAA00690	1280739
XP_001688587	5668344
Q7Q5H9	1277039
XP_001688784	1276775
EAA14695	1280091
XM_316463	1277037
XM_321625	1281675
XP_559095	3291073
XP_314131	1274935
EAA08045	1273385
XP_321248	1281304
XM_001688720	5666861
XP_317656	1278117
EAA07873	1273217
XP_308639	1269984
XM_317995	1278411
XP_559733	3291985
XP_316113	1276735
XP_313742	1274596
XM_315528	1276212
EAL40471	3289904
EGK97656	11175661
EAA12363	1277852
Q7Q647	1276721
XP_001688634	1276030
XM_314123	1274929
Q7PNW0	1276246
XM_003436119	11175951
EAA08947	1274210
EGK96516	11175555
XP_320984	1281050
EAA13186	1278538
EDO63389	5668156
XM_001237160	4576468
XM_317077	1277605
EAA05669	1271185
XM_312570	1273577
XM_557916	3291806
XM_308118	1269478
XM_001689032	1278448
Q7PNC4	1277655
XM_311070	1272189
EAA09918	1275296
XP_316328	1276918
XM_559772	1278533
XP_319141	1279424
XM_001689108	1279218
XP_001689145	5668187
XP_565734	3289716
XM_003435999	1269387
XM_308216	1269573
XM_003436690	1274028
XP_314018	1274812
XP_311474	1272567
EAA04226	1269915
XM_560742	3292490
XM_001688230	5667702
Q7PP63	1276707
EAA01766	1281753
Q7PTT5	1269003
XP_003436334	11175597
XP_001237604	4578086
Q7Q5K4	1276997
XM_317420	1277910
EAU77164	4577883
EAA45282	4578317
EAL39884	3290017
XM_001687909	5667329
XP_314084	1274893
EAA04256	1269820
XP_001689022	5668153
EAA43375	1280045
XP_003436347	11175502
XM_313769	1274618
EAU75622	4577108
EAA00447	1280675
XP_313752	1274604
XP_314981	1275696
XM_318829	1279152
EGK97130	11175713
XM_001230906	4397582
XP_003436049	1269375
XP_001238092	4577984
XP_001688826	5667131
XP_309840	1271094
EGK96884	11175681
XM_315060	1275774
EAU77306	4576029
XM_310977	1272101
XM_308001	1269371
EAU77630	1269830
EAU75993	4577162
EGK97115	11175889
XM_566006	1271881
XM_312951	1273916
XP_311192	1272450
Q7Q5Z9	1276787
EDO63340	5667956
EAL40011	3290110
