mmu:106740	uncharacterized LOC106740
mmu:19248	Ptpn12, P19-PTP, PTP-P19, PTP-PEST, PTPG1; protein tyrosine phosphatase, non-receptor type 12 (EC:3.1.3.48); K18024 tyrosine-protein phosphatase non-receptor type 12/18/22 [EC:3.1.3.48]
mmu:18679	Phka1, 5330411D17, 9830108K24Rik, Phka; phosphorylase kinase alpha 1 (EC:2.7.11.19); K07190 phosphorylase kinase alpha/beta subunit
mmu:104263	Kdm3a, 1700105C21Rik, C230043E16Rik, JHDM2a, Jmjd1, Jmjd1a, KDM2A, TGSA, Tsga; lysine (K)-specific demethylase 3A; K15601 lysine-specific demethylase 3 [EC:1.14.11.-]
mmu:16572	Kif5a, D10Bwg0738e, Khc, Kif5, Kns, mKIAA4086; kinesin family member 5A; K10396 kinesin family member 5
mmu:50528	Tmprss2, D16Ertd61e; transmembrane protease, serine 2 (EC:3.4.21.-); K09633 transmembrane protease, serine 2
mmu:235472	Prtg, A230098A12Rik, Igdcc5; protogenin homolog (Gallus gallus)
mmu:102443351	Xntrpc, Xndr-trpc2; Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough; K04965 transient receptor potential cation channel subfamily C member 2
mmu:20300	Ccl25, A130072A22Rik, AI852536, CKb15, Scya25, TECK; chemokine (C-C motif) ligand 25; K13072 C-C motif chemokine 25
mmu:237934	Krt39, 4732494G06Rik, Ka35; keratin 39; K07604 type I keratin, acidic
mmu:22064	Trpc2, 3010009O07Rik, AI115608, TRPC2a, TRPC2b, Trrp2, mTrp2, smTRPC2, trp2; transient receptor potential cation channel, subfamily C, member 2; K04965 transient receptor potential cation channel subfamily C member 2
mmu:56468	Socs5, 1810018L08Rik, Cish5, mKIAA0671; suppressor of cytokine signaling 5; K04698 suppressor of cytokine signaling 5
mmu:102443350	Xndc1, Xndr; Xrcc1 N-terminal domain containing 1
mmu:18760	Prkd1, PKD, PKD1, Pkcm, Prkcm; protein kinase D1 (EC:2.7.11.13); K06070 protein kinase D [EC:2.7.11.13]
mmu:59052	Mettl9, 0610012D09Rik, AA517660, Drev, MNCb-5680; methyltransferase like 9
mmu:66225	Llph, 1190005P17Rik; LLP homolog, long-term synaptic facilitation (Aplysia)
mmu:224656	Zfp523, 2810027J07, BC025615, Znf76; zinc finger protein 523
mmu:14269	Fnbp1, 1110057E06Rik, 2210010H06Rik, FBP1, Fbp17; formin binding protein 1
mmu:66513	Tab1, 2310012M03Rik, Map3k7ip1, b2b449Clo; TGF-beta activated kinase 1/MAP3K7 binding protein 1; K04403 TAK1-binding protein 1
mmu:239337	Adamts12, ADAMTS-12, AI605170; a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12; K08626 a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-]
mmu:243548	Prickle2, 6230400G14Rik, 6720451F06Rik, mpk2; prickle homolog 2 (Drosophila); K04511 prickle
mmu:66897	Naa16, 1300019C06Rik, Narg1l; N(alpha)-acetyltransferase 16, NatA auxiliary subunit; K00670 peptide alpha-N-acetyltransferase [EC:2.3.1.88]
mmu:19267	Ptpre, PTPe, PTPepsilon, RPTPepsilon; protein tyrosine phosphatase, receptor type, E (EC:3.1.3.48); K18033 receptor-type tyrosine-protein phosphatase epsilon [EC:3.1.3.48]
mmu:67655	Ctdp1, 4930563P03Rik, AW553592; CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (EC:3.1.3.16); K15732 RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]
mmu:63872	Zfp296, 2210018A16Rik; zinc finger protein 296
mmu:252870	Usp7, 2210010O09Rik, AA409944, AA617399, AU019296, AW548146, C80752, Hausp; ubiquitin specific peptidase 7 (EC:3.4.19.12); K11838 ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
mmu:67680	Sdhb, 0710008N11Rik; succinate dehydrogenase complex, subunit B, iron sulfur (Ip) (EC:1.3.5.1); K00235 succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
mmu:14961	H2-Ab1, AI845868, Abeta, H-2Ab, H2-Ab, I-Abeta, IAb, Ia-2, Ia2, Rmcs1; histocompatibility 2, class II antigen A, beta 1; K06752 major histocompatibility complex, class II
mmu:19360	Rad50, Mrell, Rad50l; RAD50 homolog (S. cerevisiae); K10866 DNA repair protein RAD50 [EC:3.6.-.-]
mmu:214459	Fnbp1l, 2610318I01Rik, AW548221, TOCA1, toca-1; formin binding protein 1-like
mmu:268949	Dpcr1, Gm630; diffuse panbronchiolitis critical region 1 (human)
mmu:227707	cDNA sequence BC005624
mmu:380669	Lin28b, 2810403D23Rik, D030047M17Rik, Lin-28.2; lin-28 homolog B (C. elegans); K18754 protein lin-28
mmu:74270	Usp20, 1700055M05Rik, AI467231, Vdu2; ubiquitin specific peptidase 20 (EC:3.4.19.12); K11848 ubiquitin carboxyl-terminal hydrolase 20/33 [EC:3.4.19.12]
mmu:67689	Aldh3b1, 1700001N19Rik, ALDH4, ALDH7; aldehyde dehydrogenase 3 family, member B1 (EC:1.2.1.5); K00129 aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]
mmu:22084	Tsc2, Nafld, Tcs2; tuberous sclerosis 2; K07207 tuberous sclerosis 2
mmu:626802	Gm14322, OTTMUSG00000016321; predicted gene 14322; K09228 KRAB domain-containing zinc finger protein
mmu:330305	Gm5111, A630038D02, EG330305; predicted gene 5111
mmu:74841	Usp38, 4631402N15Rik, 4833420O05Rik, AA536967, AU044701, AW544820, mKIAA1891; ubiquitin specific peptidase 38 (EC:3.4.19.12); K11854 ubiquitin carboxyl-terminal hydrolase 35/38 [EC:3.4.19.12]
mmu:269023	Zfp608, 4932417D18Rik, D430007A19Rik, Znf608; zinc finger protein 608
mmu:319179	Hist1h2be; histone cluster 1, H2be; K11252 histone H2B
mmu:71690	Esm1, 0610042H23Rik, AV004503, ESM-1; endothelial cell-specific molecule 1
mmu:78004	Prr15, E130201N16Rik, G90; proline rich 15
mmu:74376	Myo18b, 4932408L24Rik, 4933411E19Rik, Gm448; myosin XVIIIb; K10362 myosin XVIII
mmu:22670	Trim26, AI462198, Zfp173, Zfp1736; tripartite motif-containing 26; K12008 tripartite motif-containing protein 26
mmu:80911	Acox3, BI685180, EST-s59, PCOX; acyl-Coenzyme A oxidase 3, pristanoyl (EC:1.3.3.6); K00232 acyl-CoA oxidase [EC:1.3.3.6]
mmu:104215	Rhoq, Arhq, TC10A, Tc10; ras homolog gene family, member Q; K07194 Ras homolog gene family, member Q
mmu:68222	Fam166a, 4931415M17; family with sequence similarity 166, member A
mmu:233895	Prr14, BC006909; proline rich 14
mmu:170772	Glcci1, 2310047L21Rik, A130036A18Rik, Fam117c, Gig18, Tssn1; glucocorticoid induced transcript 1
mmu:14963	H2-Bl, H2-B1; histocompatibility 2, blastocyst; K06751 major histocompatibility complex, class I
mmu:434866	Gm15127, OTTMUSG00000019138; predicted gene 15127
mmu:227612	Tor4a, A830007P12Rik; torsin family 4, member A
mmu:214952	Rhot2, Arht2, Miro2; ras homolog gene family, member T2 (EC:3.6.5.-); K07871 Ras homolog gene family, member T2
mmu:27395	Mrpl15, HSPC145, MRP-L7, Rpml7; mitochondrial ribosomal protein L15; K02876 large subunit ribosomal protein L15
mmu:52815	Ldhd, 4733401P21Rik, D8Bwg1320e; lactate dehydrogenase D (EC:1.1.2.4); K00102 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
mmu:214063	Dnajc16, 2900037O03Rik, 4732437J24Rik, D030060M24, mKIAA0962; DnaJ (Hsp40) homolog, subfamily C, member 16; K09536 DnaJ homolog subfamily C member 16
mmu:212898	Dse, 6030499O08, AI480506, B130024B19Rik, DS-epi1, Sart2; dermatan sulfate epimerase (EC:5.1.3.19); K01794 chondroitin-glucuronate 5-epimerase [EC:5.1.3.19]
mmu:320840	Negr1, 5330422G01Rik, KILON, Ntra; neuronal growth regulator 1; K06775 neuronal growth regulator 1
mmu:229011	Samd10, D930033N23Rik, E130318E08; sterile alpha motif domain containing 10
mmu:21780	Tfam, AI661103, Hmgts, mtTFA, tsHMG; transcription factor A, mitochondrial; K11830 transcription factor A, mitochondrial
mmu:74596	Cds1, 4833409J18Rik, AI314024, AW125888; CDP-diacylglycerol synthase 1 (EC:2.7.7.41); K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41]
mmu:633640	Gm7120, EG633640; predicted gene 7120
mmu:16774	Lama3, Lama3B, [a]3B; laminin, alpha 3; K06240 laminin, alpha 3/5
mmu:23969	Pacsin1, A830061D09Rik, H74, mKIAA1379, syndapin; protein kinase C and casein kinase substrate in neurons 1
mmu:76183	Celf6, 6330569O16Rik, Brunol6; CUGBP, Elav-like family member 6; K13207 CUG-BP- and ETR3-like factor
mmu:108927	Lhfp, 2810489O06Rik, AI194968; lipoma HMGIC fusion partner (EC:3.6.5.4)
mmu:237091	Lhfpl1, Lhfp; lipoma HMGIC fusion partner-like 1
mmu:16846	Lep, ob, obese; leptin; K05424 leptin
mmu:229593	Golph3l, 2010204I15Rik, AU015439, AW549227, C77637, Gpp34r; golgi phosphoprotein 3-like; K15620 golgi phosphoprotein 3
mmu:20464	Sim1, bHLHe14, mSIM1; single-minded homolog 1 (Drosophila); K09100 single-minded
mmu:68891	Cd177, 1190003K14Rik, Pdp3; CD177 antigen; K06552 CD177 antigen
mmu:21940	Cd27, S152, Tnfrsf7, Tp55; CD27 antigen; K05144 tumor necrosis factor receptor superfamily member 7
mmu:29859	Sult4a1, 2400007A17Rik, AI853543, BR-STL-1, ST4A1, Sultx3; sulfotransferase family 4A, member 1 (EC:2.8.2.-); K11823 sulfotransferase 4A1 [EC:2.8.2.-]
mmu:107986	Ddb2, 2610043A19Rik; damage specific DNA binding protein 2; K10140 DNA damage-binding protein 2
mmu:26965	Cul1; cullin 1; K03347 cullin 1
mmu:228998	Arfgap1, AI115377, Arf1gap; ADP-ribosylation factor GTPase activating protein 1; K12492 ADP-ribosylation factor GTPase-activating protein 1
mmu:19766	Ripk1, D330015H01Rik, RIP, Rinp, Rip1; receptor (TNFRSF)-interacting serine-threonine kinase 1 (EC:2.7.11.1); K02861 receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]
mmu:17134	Mafg, AA545192, C630022N07Rik; v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian); K09037 transcription factor MAFF/G/K
mmu:20589	Ighmbp2, AEP, Catf1, RIPE3b1, Smbp-2, Smbp2, Smubp2, nmd, sma; immunoglobulin mu binding protein 2 (EC:3.6.4.13 3.6.4.12); K19036 ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]
mmu:229877	Rap1gds1, BC011279, GDS1; RAP1, GTP-GDP dissociation stimulator 1
mmu:70981	4931423N10Rik; RIKEN cDNA 4931423N10 gene; K17299 POTE ankyrin domain family protein
mmu:21744	Adad1, Tenr; adenosine deaminase domain containing 1 (testis specific)
mmu:226744	Cnst, 9630058J23Rik; consortin, connexin sorting protein; K17581 consortin
mmu:70062	Ctag2, 1700030B21Rik; cancer/testis antigen 2; K15902 EKC/KEOPS complex subunit PCC1/LAGE3
mmu:21973	Top2a, Top-2; topoisomerase (DNA) II alpha (EC:5.99.1.3); K03164 DNA topoisomerase II [EC:5.99.1.3]
mmu:14676	Gna15, G[a]15, Galpha15; guanine nucleotide binding protein, alpha 15; K04637 guanine nucleotide-binding protein subunit alpha-15
mmu:71963	Cdca4, 2410018C03Rik, HEPP, SEI-3; cell division cycle associated 4
mmu:228355	Madd, 9630059K23Rik, IG20; MAP-kinase activating death domain
mmu:319710	Frmd6, 2610019M19Rik, 4930488L10Rik, AW212977, Willin; FERM domain containing 6; K16822 FERM domain-containing protein 6
mmu:230721	Pabpc4; poly(A) binding protein, cytoplasmic 4; K13126 polyadenylate-binding protein
mmu:27410	Abca3, 1810036E22Rik, ABC-C, Abc3; ATP-binding cassette, sub-family A (ABC1), member 3; K05643 ATP-binding cassette, subfamily A (ABC1), member 3
mmu:243819	Ppp6r1, 2010309P17Rik, AI836219, B430201G11Rik, D030074N20Rik, Pp6r1, Saps1, mKIAA1115; protein phosphatase 6, regulatory subunit 1; K15499 serine/threonine-protein phosphatase 6 regulatory subunit 1
mmu:269437	Plch1, BC042549, PLC-eta-1, PLCeta1, Plcl3; phospholipase C, eta 1 (EC:3.1.4.11); K19006 phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]
mmu:329934	Foxo6; forkhead box O6; K17847 forkhead box protein O6
mmu:229658	Vangl1, Kitenin, Lpp2, Stb2, Stbm; vang-like 1 (van gogh, Drosophila); K04510 vang-like
mmu:627607	Lrrc74a, EG627607, Gm6772, Lrrc74; leucine rich repeat containing 74A
mmu:259302	Srgap3, AI452337, Arhgap14, D130026O08Rik, Gbi, MEGAP, WRP, mKIAA0411; SLIT-ROBO Rho GTPase activating protein 3; K07526 SLIT-ROBO Rho GTPase activating protein
mmu:78816	Gmip, 5031419I10Rik; Gem-interacting protein
mmu:13007	Csrp1, AA408841, AA959891, AW545626, CRP1, Csrp; cysteine and glycine-rich protein 1; K09377 cysteine and glycine-rich protein
mmu:14924	Magi1, AIP3, BAP1, Baiap1, Gukmi1, MAGI1c, Magi-1, TNRC19, WWP3, mKIAA4129; membrane associated guanylate kinase, WW and PDZ domain containing 1; K05631 atrophin-1 interacting protein 3 (BAI1-associated protein 1)
mmu:213895	Bms1, AA408648, AU020092, AU043373, BB007109, BC030906, Bms1l, mKIAA0187; BMS1 homolog, ribosome assembly protein (yeast); K14569 ribosome biogenesis protein BMS1
mmu:57330	Gigyf1, Perq1, mKIAA4110; GRB10 interacting GYF protein 1; K18730 PERQ amino acid-rich with GYF domain-containing protein
mmu:20248	Serpinb3a, 1110001H02Rik, 1110013A16Rik, Scca2, Serpinb4, Sqn5; serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A; K13963 serpin B
mmu:269344	Ell3, A930015D22Rik; elongation factor RNA polymerase II-like 3; K15183 RNA polymerase II elongation factor ELL
mmu:243816	Gp6, 9830166G18Rik, Gm469, Gpvi; glycoprotein 6 (platelet); K06264 platelet glycoprotein VI
mmu:27386	Npas3, 4930423H22Rik, bHLHe12; neuronal PAS domain protein 3; K09098 neuronal PAS domain-containing protein 1/3
mmu:11937	Atp2a1, SERCA1; ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 (EC:3.6.3.8); K05853 Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]
mmu:57295	Icmt, 1700008E11Rik, C80758, Gm13095, HSTE14, OTTMUSG00000010406, PPMT, STE14, pcCMT; isoprenylcysteine carboxyl methyltransferase (EC:2.1.1.100); K00587 protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]
mmu:23890	Gpr34, Lypsr1; G protein-coupled receptor 34; K08383 G protein-coupled receptor 34
mmu:66320	Tmem208, 1700006C06Rik, 2610030K20Rik, Hspc171; transmembrane protein 208
mmu:269060	Dagla, Nsddr; diacylglycerol lipase, alpha; K13806 sn1-specific diacylglycerol lipase [EC:3.1.1.-]
mmu:244329	Mcph1, 5430437K10Rik, BRIT1, D030046N04Rik, MCT; microcephaly, primary autosomal recessive 1; K19403 microcephalin
mmu:22589	Atrx, 4833408C14Rik, AI447451, ATR2, DXHXS6677E, HP1-BP38, Hp1bp2, Hp1bp38, MRXS3, RAD54L, Rad54, XH2, Xnp, ZNF-HX; alpha thalassemia/mental retardation syndrome X-linked homolog (human) (EC:3.6.4.12); K10779 transcriptional regulator ATRX [EC:3.6.4.12]
mmu:66743	Rnf220, 4732477A13, 4931406I20Rik, 5730503K05Rik, AV302541; ring finger protein 220
mmu:170768	Pfkfb3, E330010H22Rik, iPFK-2, uPFK-2; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3; K01103 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3&#160; [EC:2.7.1.105 3.1.3.46]
mmu:271887	Rbbp8nl, 4732416F18; RBBP8 N-terminal like
mmu:215436	Slc35e3, 9330166G04Rik, AI481200; solute carrier family 35, member E3; K15285 solute carrier family 35, member E3
mmu:320718	Slc26a9, E030002L01Rik; solute carrier family 26, member 9; K14706 solute carrier family 26 (sulfate anion transporter), member 9
mmu:74204	Xpo6, 2610005L19Rik, AI854665, AL022631, C230091E20Rik, R75304, Ranbp20, mKIAA0370; exportin 6
mmu:22446	Xlr3c, Xlr3b; X-linked lymphocyte-regulated 3C
mmu:66289	Mptx1, 1810030J14Rik, AV054416, Mptx; mucosal pentraxin 1
mmu:68239	Krt42, 2410039E07Rik, K17n, Ka22, ecat6; keratin 42; K07604 type I keratin, acidic
mmu:320244	Ttll5, 1700048H13Rik, 2310009M18Rik, 4930556H18Rik, AI428864, D630041K24Rik, R75373, Stamp, mKIAA0998; tubulin tyrosine ligase-like family, member 5; K16602 tubulin polyglutamylase TTLL5 [EC:6.-.-.-]
mmu:239368	Erich5; glutamate rich 5
mmu:22222	Ubr1, AI504731; ubiquitin protein ligase E3 component n-recognin 1; K10625 E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]
mmu:209488	Hsh2d, ALX, Hsh2; hematopoietic SH2 domain containing
mmu:22083	Ctr9, AA409336, Sh2bp1, Tsbp, Tsp, mKIAA0155; Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae); K15176 RNA polymerase-associated protein CTR9
mmu:50754	Fbxw7, 1110001A17Rik, AGO, Cdc4, Fbw7, Fbwd6, Fbx30, Fbxo30, Fbxw6, SEL-10; F-box and WD-40 domain protein 7; K10260 F-box and WD-40 domain protein 7
mmu:243300	Nyap1, 6430598A04Rik; neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1
mmu:68033	Cox19, 1810074D02Rik, 2810437L13Rik; cytochrome c oxidase assembly protein 19; K18183 cytochrome c oxidase assembly protein subunit 19
mmu:368204	Khdc1a, AU014713, C88118, Ndg1; KH domain containing 1A
mmu:22129	Ttc3, 2610202A04Rik, AA409221, D16Ium21, D16Ium21e, TPRD, mKIAA4119; tetratricopeptide repeat domain 3; K15712 E3 ubiquitin-protein ligase TTC3 [EC:2.3.2.27]
mmu:69837	Pcgf1, 2010002K04Rik, AU024121, Nspc1; polycomb group ring finger 1; K11487 polycomb group RING finger protein 1
mmu:259279	Tubgcp3, GCP3, Spc98p; tubulin, gamma complex associated protein 3; K16570 gamma-tubulin complex component 3
mmu:12322	Camk2a, CaMKII, R74975, mKIAA0968; calcium/calmodulin-dependent protein kinase II alpha (EC:2.7.11.17); K04515 calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]
mmu:667281	H60b, EG667281; histocompatibility 60b
mmu:320080	Zbtb39, 7030401O21Rik, mKIAA0352; zinc finger and BTB domain containing 39; K10511 zinc finger and BTB domain-containing protein 39
mmu:320508	Cachd1, 1190007F10Rik, AI852726, B430218L07Rik, Vwcd1, mKIAA1573; cache domain containing 1
mmu:57912	Cdc42se1, 1300002M12Rik, AW558204, Cdcse1, SCIP1, Spec1; CDC42 small effector 1
mmu:68732	Lrrc16a, 1110037D04Rik, AI425970, CARMIL, D130057M20, Lrrc16; leucine rich repeat containing 16A
mmu:52906	Ahi1, 1700015F03Rik, Ahi-1, D10Bwg0629e; Abelson helper integration site 1; K16740 jouberin
mmu:213819	Casd1, Cas1, Cast1; CAS1 domain containing 1
mmu:239591	Ttll8, 1700019P01Rik, 4933401B17; tubulin tyrosine ligase-like family, member 8; K16608 tubulin monoglycylase TTLL3/8 [EC:6.3.2.-]
mmu:246102	Rttn, 4921538A15Rik, AI666264, C530033I08Rik, D230040K24; rotatin; K16484 rotatin
mmu:231915	Uspl1, E430026A01Rik; ubiquitin specific peptidase like 1
mmu:230249	AW558785, BB181316, mKIAA0368; expressed sequence AI314180; K11886 proteasome component ECM29
mmu:213550	Dis3l, AV340375; DIS3 mitotic control homolog (S. cerevisiae)-like (EC:3.1.13.-); K18681 DIS3-like exonuclease 1 [EC:3.1.13.-]
mmu:77407	Rab35, 9530019H02Rik, AU040256, H-ray, RAB1C, RAY; RAB35, member RAS oncogene family; K07876 Ras-related protein Rab-35
mmu:76497	Ppp1r11, 1500041B02Rik, AV117883, Hcgv, Tcte5, Tctex-5, Tctex5; protein phosphatase 1, regulatory (inhibitor) subunit 11 (EC:3.1.3.16); K17553 protein phosphatase 1 regulatory subunit 11
mmu:27402	Pdhx, AI481367, E3bp, Pdx1; pyruvate dehydrogenase complex, component X; K13997 dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
mmu:78405	Ntf5, 2900040K06Rik, AI462899, NT-4, NT4, NT4/5, Ntf-5, Ntf4; neurotrophin 5; K12457 neurotrophin 4
mmu:494519	Scgb2b20, Abpbg20, Abpd, C2c, Scgb2b2; secretoglobin, family 2B, member 20
mmu:12643	Chad, SLRR4A; chondroadherin; K06248 chondroadherin
mmu:18141	Nup50, 1700030K07Rik, AI413123, Npap60; nucleoporin 50; K14295 nuclear pore complex protein Nup50
mmu:100609	Nsun5, 9830109N13Rik, AI326939, Nol1r, Wbscr20, Wbscr20a; NOL1/NOP2/Sun domain family, member 5; K15264 putative methyltransferase [EC:2.1.1.-]
mmu:67035	Dnajb4, 1700029A20Rik, 2010306G19Rik, 5730460G06Rik; DnaJ (Hsp40) homolog, subfamily B, member 4; K09510 DnaJ homolog subfamily B member 4
mmu:230848	Zbtb40, BC059177, C230087D24, Gm571, mKIAA0478; zinc finger and BTB domain containing 40; K10512 zinc finger and BTB domain-containing protein 40
mmu:104360	Isl2, 3110001N10Rik; insulin related protein 2 (islet 2); K18492 insulin gene enhancer protein ISL-2
mmu:236848	Tmem185a; cDNA sequence BC023829
mmu:272381	Lrrc4b, A830007M12, Lrig4; leucine rich repeat containing 4B; K16360 netrin-G3 ligand
mmu:20619	Snap23, 23kDa, AA408749, SNAP-23, Sndt, Syndet; synaptosomal-associated protein 23; K08508 synaptosomal-associated protein 23
mmu:66859	Slc16a9, 1200003C15Rik, 4930425B13Rik, AI552636; solute carrier family 16 (monocarboxylic acid transporters), member 9; K08186 MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 9
mmu:18829	Ccl21a, 6CKBAC2, 6Ckine, ALP, AW987545, CKb9, SCYA21a, SLC, Scya21, Scya21b, Tca4, plt; chemokine (C-C motif) ligand 21A (serine); K16062 C-C motif chemokine 21
mmu:215193	Diexf, AA408296, AW045375, Def; digestive organ expansion factor homolog (zebrafish); K14774 U3 small nucleolar RNA-associated protein 25
mmu:75991	Slain2, 5033405K12Rik, 8030444K12Rik, AI596370; SLAIN motif family, member 2; K16580 SLAIN motif-containing protein 1/2
mmu:72284	Oraov1, 2210010N10Rik, TAOS1; oral cancer overexpressed 1
mmu:545913	Zscan4d, EG545913; zinc finger and SCAN domain containing 4D; K09230 SCAN domain-containing zinc finger protein
mmu:78455	Helz, 3110078M01Rik, 9430093I07Rik, 9630002H22Rik, AI851979, DRHC; helicase with zinc finger domain
mmu:677156	Cyp4f37, Gm9705; cytochrome P450, family 4, subfamily f, polypeptide 37
mmu:71607	Snx20, 9130017C17Rik; sorting nexin 20; K17931 sorting nexin-20
mmu:102124	Enkd1, AI606951, E130303B06Rik; enkurin domain containing 1
mmu:20665	Sox10, Dom, Sox21; SRY (sex determining region Y)-box 10; K09270 transcription factor SOX7/8/10/18 (SOX group E/F)
mmu:104383	Rcor2, 1A13, AW122124, CoREST, Rcor, Rcor1; REST corepressor 2
mmu:27049	Etv3, AI414410, METS, Pe1; ets variant 3; K09433 ETS translocation variant 3
mmu:227699	Nup188, BC025526, U89435, mKIAA0169; nucleoporin 188; K14311 nuclear pore complex protein Nup188
mmu:209558	Enpp3, AI876438, CD203c; ectonucleotide pyrophosphatase/phosphodiesterase 3 (EC:3.1.4.1 3.6.1.9); K01513 ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]
mmu:319518	Pdpr, 4930402E16Rik, AU018056, mKIAA1990; pyruvate dehydrogenase phosphatase regulatory subunit (EC:1.5.8.4); K17509 pyruvate dehydrogenase phosphatase regulatory subunit
mmu:216705	Clint1, AI642036, AW537616, C530049I24Rik, Enth, Epn4, F630206G17Rik, mKIAA0171; clathrin interactor 1
mmu:14733	Gpc1, AI462976; glypican 1; K08107 glypican 1
mmu:217882	Cep170b, AI466840, AW555464, Kiaa0284, mKIAA0284; centrosomal protein 170B; K16463 centrosomal protein CEP170
mmu:66614	Gpatch4, 2610029K21Rik, Gpatc4; G patch domain containing 4
mmu:217342	Ube2o, 9630022H21, B230113M03Rik, E2-230K, mKIAA1734; ubiquitin-conjugating enzyme E2O (EC:6.3.2.19); K10581 ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
mmu:210982	Gltscr1l, mKIAA0240; GLTSCR1-like
mmu:213081	Wdr19, C330027H04Rik, D330023L08Rik, DYF2, Ift144, PWDMP, mKIAA1638; WD repeat domain 19; K19671 WD repeat-containing protein 19
mmu:19819	Rnaseh1; ribonuclease H1 (EC:3.1.26.4); K03469 ribonuclease HI [EC:3.1.26.4]
mmu:18102	Nme1, AL024257, NDPK-A, NM23-M1, NM23A; NME/NM23 nucleoside diphosphate kinase 1 (EC:2.7.4.6); K00940 nucleoside-diphosphate kinase [EC:2.7.4.6]
mmu:208080	Ubap1l, Gm514; ubiquitin-associated protein 1-like
mmu:20299	Ccl22, ABCD-1, DCBCK, MDC, Scya22; chemokine (C-C motif) ligand 22; K05514 C-C motif chemokine, other
mmu:224836	Usp49, C330046L10Rik, Gm545; ubiquitin specific peptidase 49 (EC:3.4.19.12); K11834 ubiquitin carboxyl-terminal hydrolase 44/49 [EC:3.4.19.12]
mmu:17274	Rab8a, AA409338, Mel; RAB8A, member RAS oncogene family; K07901 Ras-related protein Rab-8A
mmu:245607	Gprasp2, 5330440H13Rik, GASP-2, GASP2, Prpl5; G protein-coupled receptor associated sorting protein 2
mmu:214384	Myocd, BSAC2A, Srfcp; myocardin
mmu:223626	Them6, 4930572J05Rik; thioesterase superfamily member 6
mmu:75087	4930505A04Rik; RIKEN cDNA 4930505A04 gene
mmu:12335	Capn3, AI323605, Capa-3, Capa3, Lp82, p94; calpain 3 (EC:3.4.22.54); K08573 calpain-3 [EC:3.4.22.54]
mmu:18049	Ngf, Ngfb; nerve growth factor; K02582 nerve growth factor, beta
mmu:242819	Rundc3b, Gm440; RUN domain containing 3B
mmu:271844	Pla2g4f, 4732472I07Rik, Gm647, Pla2zeta; phospholipase A2, group IVF (EC:3.1.1.4); K16342 cytosolic phospholipase A2 [EC:3.1.1.4]
mmu:224273	Crybg3, 5031404N19, AU022790; beta-gamma crystallin domain containing 3
mmu:244654	Mtss1l, ABBA; metastasis suppressor 1-like
mmu:192187	Stab1, FEEL-1, FELE-1, MFEEL-1, MS-1, STAB-1, mKIAA0246; stabilin 1; K19020 stabilin-1
mmu:332359	Tigd3; tigger transposable element derived 3
mmu:18583	Pde7a, AU015378, AW047537; phosphodiesterase 7A (EC:3.1.4.53); K18436 high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53]
mmu:381085	Tbc1d22b, BC045600; TBC1 domain family, member 22B
mmu:93679	Trim8, AA408830, BB006755, GERP, Rnf27; tripartite motif-containing 8; K12001 tripartite motif-containing protein 8 [EC:2.3.2.27]
mmu:381673	A330070K13Rik, Gm1051; RIKEN cDNA A330070K13 gene
mmu:381724	cDNA sequence BC061212
mmu:192194	Btnl10, BUTR-1, Butr1; butyrophilin-like 10
mmu:266620	Defb36, BD-36, Defb123, mBD-36; defensin beta 36
